lifetime,max_ch1,max_ch2,max_ch3,ch1_lifetime,ch2_lifetime,ch3_lifetime,ch1_dist,ch2_dist,ch3_dist,md_ch1,md_ch2,md_ch3,track_category,condition,replicate,cell_id
301.0,210.67590464998952,471.949741932667,98.91289280597277,301.0,190.0,0.0,2.1434988525615073,1.931766940297581,0.9188726570915144,0.2748331193035367,0.48430348615248153,0.358471852807232,4.0,0,1,0-1
301.0,353.94626884177234,235.90608742131366,45.291970461188896,301.0,167.0,1.0,5.2989225343852295,5.347813044629671,6.512580196906322,0.21633776237877075,0.7163074447087379,0.9551092634230827,4.0,0,1,0-1
301.0,304.65829918806656,339.045412381788,60.547458785069715,301.0,153.0,1.0,0.6588496991754337,0.45990258596316913,0.6588496991754337,0.21429900884319736,0.7914074963018984,0.8253138897864241,4.0,0,1,0-1
301.0,332.37409612939814,267.24481019705365,47.245002017451924,277.0,134.0,1.0,1.9565960823874733,1.9495074046576517,1.9499617574417254,0.27222495158689736,0.9519990747660385,1.4509171259744076,4.0,0,1,0-1
301.0,195.09009417923147,246.0192041902321,13.58315868660282,295.0,26.0,0.0,7.597148747627921,7.668001409805291,7.597148747627921,0.3389732175151693,0.4769644918376852,0.36868304571222155,4.0,0,1,0-1
262.0,140.15579225887677,175.09151430205043,125.76612060062848,251.0,31.0,0.0,10.115750700415711,8.179426282129747,9.413971729305205,0.378716129363433,0.9905465551287863,0.539298257474657,1.0,0,1,0-1
226.0,163.0458199876231,276.52823269318156,166.00269083695866,220.0,54.0,0.0,8.022868189794197,9.575992602980183,5.2303645348329235,0.41750285977996365,0.9271882457345028,0.4103381082037671,1.0,0,1,0-1
193.0,51.99037005305188,259.355600413787,39.62361839342788,88.0,60.0,1.0,2.572102536820619,2.3768756419489097,1.3107418685680667,0.509199606307963,0.5696604947283005,0.5330688216066662,1.0,0,1,0-1
183.0,73.96567880514647,393.551473106816,207.3030184352893,180.0,125.0,1.0,18.321250232382244,19.05802933987087,18.66448244169539,0.7375338217744298,0.7550874128179649,0.691941148108631,1.0,0,1,0-1
144.0,124.63721193571482,360.00798408113695,68.992358238836,134.0,41.0,0.0,8.29575740691424,6.949608577651484,9.969275962771565,0.35582706275278003,0.7228863331767884,0.36307788841622657,1.0,0,1,0-1
138.0,116.62055001232937,157.60884125641394,40.70456105229394,129.0,29.0,2.0,11.62314848561803,14.809327659398258,12.373112008002934,0.5836749077303538,0.9913570057829416,1.3313699824798984,1.0,0,1,0-1
135.0,107.4369560889487,117.52772046783886,39.62009195254645,124.0,7.0,1.0,6.272113475960348,4.4495247232355455,9.86107559483899,0.46612409345118677,1.104294150037866,1.2264724732917212,1.0,0,1,0-1
