lifetime,max_ch1,max_ch2,ch1_lifetime,ch2_lifetime,ch1_dist,ch2_dist,md_ch1,md_ch2,track_category,condition,replicate,cell_id
301.0,242.61467039922582,739.5671551318134,301.0,301.0,1.8499452253706412,1.6369288553157908,0.2390127376215124,0.2867880252375674,4.0,0,1,0-1
301.0,151.6074850359581,799.083601580132,301.0,244.0,8.641732994823572,8.199531554864382,0.243789168865864,0.38214172001318025,4.0,0,1,0-1
301.0,143.90070296561623,361.7811960393454,301.0,282.0,12.78813752237928,12.896545099827524,0.30557173704812984,0.5036450437971365,4.0,0,1,0-1
301.0,111.04050988500092,151.71256094262068,301.0,63.0,6.369156119478168,5.059266235507232,0.42164700865107335,1.223325941054056,4.0,0,1,0-1
301.0,246.79706753039142,716.9323886761073,301.0,301.0,4.14792785237106,3.805410601054311,0.32220717524681075,0.463153907588456,4.0,0,1,0-1
301.0,318.43880109775665,481.4730821631417,301.0,123.0,1.1281312109535344,1.3311665852960368,0.20957644924785904,0.3702592953128124,4.0,0,1,0-1
301.0,108.82437340235967,371.48166120175784,301.0,262.0,2.321265285090177,1.5071389772152133,0.30492138532308816,0.43780091255635,4.0,0,1,0-1
301.0,94.85104792245126,288.847173649751,301.0,301.0,0.6985862587578846,0.8337388080812487,0.4439160831510001,0.3439542904403018,4.0,0,1,0-1
301.0,158.08654551369466,437.87606167884775,301.0,168.0,9.70594869275477,10.042015006456655,0.25204847478163245,0.713496555961325,4.0,0,1,0-1
301.0,99.65488281788622,508.6602738239456,301.0,301.0,7.911409000859619,7.756624405779696,0.35054093224382454,0.31902674895514155,4.0,0,1,0-1
301.0,118.87109382134952,593.6170246531865,301.0,301.0,2.5017354120026143,1.9822617391831414,0.4028531274551752,0.2514575809616314,4.0,0,1,0-1
301.0,186.4798525032504,604.9765499603633,301.0,146.0,14.289388385316949,14.061341324056208,0.37794840568854415,0.4918085569057051,4.0,0,1,0-1
301.0,100.84673845421045,214.51372262443724,301.0,101.0,3.6632656533170165,5.058268173445727,0.2953118094137592,0.6647046334288359,4.0,0,1,0-1
301.0,164.85923831122744,420.0111239597523,301.0,121.0,4.132841914710046,4.134461681835192,0.30777042197777565,0.5743826853475869,4.0,0,1,0-1
301.0,109.0448559193252,211.28586663780175,301.0,130.0,7.659300572557766,8.587566537676237,0.3506412845830579,0.8474844092809796,4.0,0,1,0-1
301.0,144.08410806170784,350.07101710262816,301.0,301.0,7.64064433518122,7.890340403789983,0.30714963561451347,0.3414007655328268,4.0,0,1,0-1
301.0,119.07448560888264,432.1183552035759,301.0,262.0,1.6944713150527633,0.7258966146614979,0.3844039374925107,0.25118571330914646,4.0,0,1,0-1
301.0,79.95761785904018,238.65984336391526,301.0,76.0,6.909058402136679,6.218329975963499,0.3291951741315138,0.3879916654636011,4.0,0,1,0-1
301.0,60.07560301018904,54.18121327964715,301.0,7.0,4.702878858841731,4.879723822255445,0.4311412199930178,1.5717540061288222,4.0,0,1,0-1
301.0,78.84585983035045,579.9658532912412,301.0,103.0,12.159756168370032,12.36675198551611,0.36040776193149504,0.4041936962450511,4.0,0,1,0-1
301.0,59.99510686447268,152.86310451736253,240.0,84.0,7.631302527792167,7.3773795891560825,0.5217164211253259,0.7426547606758455,4.0,0,1,0-1
301.0,85.85053634431156,774.6122252175913,301.0,280.0,10.031045909770635,11.040339681702115,0.5780205899886677,0.36994160963439987,4.0,0,1,0-1
301.0,118.74759705872209,389.61895690087647,301.0,301.0,3.185216530261118,3.990809895851411,0.3431475730117152,0.4446499575637555,4.0,0,1,0-1
301.0,155.8908069728521,161.75584202938194,301.0,53.0,3.4068885251386063,4.302892007099592,0.402973373049078,0.6989953531576263,4.0,0,1,0-1
301.0,90.62007389022739,158.27311160821745,301.0,23.0,10.792015562930182,11.018295941605029,0.43241781046339234,1.10129427385257,4.0,0,1,0-1
301.0,153.75660787843879,588.6496073706846,169.0,118.0,6.3640215813345185,6.648317367047499,0.372505595497972,0.6145482016159176,4.0,0,1,0-1
301.0,167.17301685075626,156.4129533738497,301.0,26.0,2.8330447599342587,1.385433222761031,0.3943157219295051,1.1637254772909187,4.0,0,1,0-1
301.0,121.86688594586538,352.5701699601827,251.0,198.0,5.185944675939466,4.717090983855387,0.42234363915245665,0.5298699763353348,4.0,0,1,0-1
301.0,51.21188391669473,115.57308812133488,265.0,45.0,16.423196721175213,14.971156446411246,0.5863920573732894,0.9532532982910902,4.0,0,1,0-1
301.0,104.35686963697181,347.79176933617316,217.0,90.0,9.022467525541717,8.336033758904152,0.5691635469995443,0.7482884206183513,4.0,0,1,0-1
301.0,96.96345954067385,242.13425618766846,141.0,63.0,42.61184005295003,42.61184005295003,0.5172733808110079,0.9771483762597842,4.0,0,1,0-1
301.0,39.88719227844107,185.26755832411,85.0,152.0,2.2502920596677845,1.7871164299321856,0.6819802515584126,0.49605911169270617,4.0,0,1,0-1
301.0,149.0818212002068,337.37748086181324,268.0,259.0,5.220535242231398,4.614907860476378,0.3359220747779207,0.4594250102500982,4.0,0,1,0-1
301.0,206.0589122493501,298.9870201940106,286.0,200.0,3.9260312425445294,3.6460795079326367,0.315141343722912,0.6287993778604329,4.0,0,1,0-1
301.0,115.53620163418458,197.25241728079266,298.0,182.0,3.4800125224934315,4.189065660603552,0.36330001711899806,0.6059120458098286,4.0,0,1,0-1
301.0,106.67059148961216,70.2071846660223,298.0,15.0,1.151157224005315,2.7076464732196217,0.41100959042723606,1.5185106692409334,4.0,0,1,0-1
301.0,64.33755701752621,233.95432047936646,298.0,265.0,8.302002705055237,8.33065471377036,0.5086304169521615,0.48928605699856914,4.0,0,1,0-1
301.0,129.30146914602446,255.43198040228555,269.0,92.0,3.4525991174954718,4.239732330532561,0.3729068389045386,0.8201834659843553,4.0,0,1,0-1
235.0,45.90017835855283,118.32652156713799,171.0,130.0,2.8856896173327544,3.3278997283279654,0.6961732160095349,0.7361689356689782,1.0,0,1,0-1
232.0,84.55190237150788,313.39765452015484,217.0,58.0,7.588121671749939,6.364495961572315,0.465132265093413,0.8429655237983731,1.0,0,1,0-1
227.0,103.74669979656213,154.45895653387956,179.0,42.0,13.361300636328725,13.92335355750718,0.5188665397348405,1.2679056122332715,1.0,0,1,0-1
225.0,70.3756218847555,162.50213428509682,54.0,149.0,11.704136052793782,11.109213249653116,0.8378259048135781,0.7129856653259597,1.0,0,1,0-1
222.0,186.43044665796336,476.74943749210036,218.0,217.0,3.083823915392432,5.090111844098072,0.24903514042543026,0.4561970593938036,1.0,0,1,0-1
217.0,58.198674157996656,166.48427310556477,122.0,52.0,6.770814546016783,5.236384482265093,0.6518701218814335,0.9654154767154625,1.0,0,1,0-1
203.0,52.32065020647702,71.62682593560666,113.0,11.0,14.616611285086794,10.080676760031151,0.6803361404102601,1.3345096489988495,1.0,0,1,0-1
201.0,52.95683078049394,103.74302869496957,120.0,40.0,1.884031203750341,3.8552539101342287,0.7247725516769198,1.1282088284640324,1.0,0,1,0-1
189.0,87.44909831668733,256.56353259232776,186.0,73.0,23.046458377172502,18.407431080195824,0.5448666750864978,0.4875047152749656,1.0,0,1,0-1
186.0,62.837940218635914,93.26825548520073,144.0,19.0,2.961739319840913,3.288945198448593,0.58232667985371,1.1644038712884606,1.0,0,1,0-1
184.0,66.61401504218723,114.12522479122258,152.0,28.0,11.60847842235746,8.49875289119901,0.5977932180255293,1.5396720790903833,1.0,0,1,0-1
182.0,102.90104836552386,134.12904447028686,178.0,45.0,15.525838518540109,15.000360378326954,0.4774237798318937,1.2204041295597976,1.0,0,1,0-1
181.0,72.05372994030117,342.0499543780057,138.0,64.0,2.663071970514514,2.921098097302236,0.6393053759480266,0.7073114406289656,1.0,0,1,0-1
177.0,35.133819566835705,102.44210481648386,57.0,34.0,15.748360880356287,15.779201565885955,0.6285410400123151,1.0740770694917852,1.0,0,1,0-1
174.0,73.31610188867134,291.5796887608604,146.0,137.0,6.66484692157297,12.519185521093386,0.6483789890923549,0.5576348715528904,1.0,0,1,0-1
174.0,92.9437970285191,299.4674766233178,110.0,125.0,3.676324600142791,5.120219783156173,0.5783834716609074,0.684621381415127,1.0,0,1,0-1
173.0,64.28840834646518,386.9233876098943,166.0,82.0,3.697431923687158,4.318361324567323,0.48380936380596623,0.7636081057570183,1.0,0,1,0-1
170.0,68.7818818046895,113.07804079989359,147.0,40.0,7.2827646278866185,8.664932819342887,0.6225844240983459,1.2076794070792425,1.0,0,1,0-1
169.0,47.126974309875436,125.11001035272294,138.0,129.0,4.0296018472478465,6.539615479023273,0.6698395339847555,0.4264985365133184,1.0,0,1,0-1
165.0,50.208911287991846,244.47095636147426,141.0,97.0,16.886686304562986,15.851249030194008,0.6402391090845889,0.789658589034368,1.0,0,1,0-1
165.0,66.57601331321918,124.79698477067359,147.0,77.0,5.851627818853253,5.899513555903776,0.6292620908356319,0.585684607758198,1.0,0,1,0-1
164.0,56.68833039586763,215.12072004255205,108.0,68.0,5.7746534254048685,7.056594472759257,0.7810352357946829,0.7759880279612363,1.0,0,1,0-1
160.0,111.86431994180117,263.58453993579343,143.0,94.0,4.397875526851674,5.361318159067163,0.6094184597872779,1.1130412268313052,1.0,0,1,0-1
158.0,55.42330183315172,321.09382010097926,122.0,133.0,1.4212312272503504,0.4507921585947526,0.6255141220698069,0.4132520654993355,1.0,0,1,0-1
158.0,89.19730413458109,306.0969912907333,143.0,49.0,5.515091805640597,2.8339923441282444,0.702391371805289,1.225889010949697,1.0,0,1,0-1
157.0,55.43687045703105,245.04779729029298,116.0,108.0,19.81259854893992,20.545678086458373,0.6642316169699938,0.4774615401035108,1.0,0,1,0-1
156.0,64.11402865598181,123.79930775250715,108.0,59.0,3.6676315285542174,8.899168747733032,0.6084957390480957,0.979571793318514,1.0,0,1,0-1
155.0,82.012533059422,334.20148113583485,145.0,48.0,7.776299162838132,5.237375239836033,0.8088155486901651,0.5941414313566026,1.0,0,1,0-1
155.0,100.22454148535623,2121.794288710101,155.0,52.0,8.074167387194764,8.6095587446758,0.6625659209493252,1.094963980393272,1.0,0,1,0-1
154.0,57.08818514577755,191.13188110326007,139.0,93.0,6.360816570481405,7.076172414759768,0.6713684340950035,0.9642489314752154,1.0,0,1,0-1
153.0,79.14530228136142,242.1962756167295,146.0,36.0,4.736119325779173,5.222859037810653,0.5587137385014856,0.9213510328773569,1.0,0,1,0-1
151.0,58.547889191731244,144.29446116773184,119.0,63.0,5.233174645857328,3.4648323699570094,0.7412076432920025,0.9092848368453446,1.0,0,1,0-1
147.0,66.21357443705233,84.64026196868033,101.0,26.0,85.3774275482142,88.57195005102972,0.9277216755830116,1.4436651733630574,1.0,0,1,0-1
147.0,37.6329931290179,123.10230635989248,52.0,42.0,4.523100300603278,7.7730825300283515,0.7280742955447358,0.7542797842893474,1.0,0,1,0-1
145.0,74.32960066227182,111.49676713618616,130.0,38.0,8.57342433250035,8.099965136941325,0.5512520477761756,1.292705819963771,1.0,0,1,0-1
142.0,71.12513860350045,135.0541094286144,110.0,30.0,5.037497430129805,3.0773961435414314,0.6906767456120485,1.2066116026740572,1.0,0,1,0-1
141.0,43.68477138952767,198.68350369887554,122.0,33.0,2.460583552717976,3.1723881789624078,0.9662228509145585,1.5389296350348207,1.0,0,1,0-1
140.0,85.67932573210021,350.17455767202154,142.0,102.0,10.443405518921256,10.839555347288888,0.575611078269455,0.5989138098246516,1.0,0,1,0-1
140.0,58.479466233468486,855.510513970366,107.0,45.0,9.393570382632639,10.404663764232103,0.809000440639619,1.0219025908312254,1.0,0,1,0-1
140.0,52.99258935757339,248.63084077018348,105.0,7.0,33.79294473984504,30.57745323444766,0.7763347733648436,1.4273239308083594,1.0,0,1,0-1
139.0,71.78723583897337,123.39643518142809,95.0,18.0,4.364303140757957,7.7210924591563534,0.7969973050522986,1.0945744670631188,1.0,0,1,0-1
139.0,38.51979208679614,65.42067757265758,18.0,37.0,5.372293804255691,3.0226567617561804,0.9667207188544098,1.204470011216266,1.0,0,1,0-1
139.0,54.30450111453393,355.89930690598345,92.0,60.0,7.004173999550359,6.035858192538668,0.6640069545006829,0.8031936465941963,1.0,0,1,0-1
138.0,57.67772246249886,505.6208222179706,102.0,102.0,7.465264070408895,9.284801253941131,0.5440097571653962,0.5882336067963375,1.0,0,1,0-1
137.0,50.52095937452534,159.70199114182174,68.0,18.0,22.840793814606812,24.274214233009342,0.7420786314450172,1.4199393000149587,1.0,0,1,0-1
135.0,50.14950543295709,661.3863244108,90.0,51.0,12.684698767891588,11.811045930981784,0.7560457192222176,0.9403364880441446,1.0,0,1,0-1
134.0,87.890868059384,62.368346364825385,130.0,4.0,4.438719688938095,3.5227799857043234,0.5281726081243644,0.8725604750042862,1.0,0,1,0-1
134.0,88.39878921705379,249.71569342651134,134.0,81.0,9.099720484388186,10.484853350404093,0.5962129556739194,0.8437515689050408,1.0,0,1,0-1
133.0,56.19389343106664,502.2892068734947,124.0,75.0,4.935123527368945,3.4526265046531415,0.6395538590663544,0.9296920641730201,1.0,0,1,0-1
128.0,43.304463911510894,288.8750477371687,86.0,122.0,5.397884484202592,6.6451457759492945,0.9151783455400315,0.3757577985499135,1.0,0,1,0-1
126.0,45.636630350483046,115.15667257292856,51.0,57.0,11.0774074547945,9.403204480276324,0.7733827069312259,0.90621763699367,1.0,0,1,0-1
125.0,48.086665912644676,118.51354531089223,45.0,38.0,8.59670837552756,7.445299964803996,0.8724272376514756,1.0221347988521368,1.0,0,1,0-1
125.0,60.883031076395284,159.83335554213116,56.0,60.0,9.390829780433796,10.162678864993604,0.632107395933679,0.753699890105758,1.0,0,1,0-1
123.0,79.77061538213195,342.7849445403821,113.0,52.0,5.012485225039631,3.747021781603492,0.4653000579728721,0.8628833659095844,1.0,0,1,0-1
121.0,55.05779220530491,73.49588695088158,56.0,16.0,5.130521804613588,6.837900835514068,0.9182421144228771,1.049543328816399,1.0,0,1,0-1
119.0,99.51713527762882,172.06347673044962,113.0,51.0,23.938705450467424,21.98713721447907,0.5924520917694294,1.2967926408866606,1.0,0,1,0-1
118.0,58.84969783473741,99.21793169798036,93.0,23.0,4.97914309398669,6.390765908872349,0.6683349495539466,1.1738307617236379,1.0,0,1,0-1
116.0,38.28162541382135,108.83707765997063,14.0,68.0,4.381896539399376,2.7730721084055654,0.9380063590322787,0.7200468946162117,1.0,0,1,0-1
114.0,62.42017553627529,263.9358146803634,77.0,83.0,4.9606872732497775,4.213179943113817,0.712526012072076,0.8328478646515689,1.0,0,1,0-1
114.0,48.967212920509304,219.2034258419564,86.0,58.0,7.422852637989285,7.19081624975486,0.8030537719432221,0.9623541368103031,1.0,0,1,0-1
111.0,40.53982777307147,83.18984305309999,16.0,11.0,4.772027251370062,4.776852562268054,0.9613840444413505,1.2729962171826665,1.0,0,1,0-1
106.0,172.2444461037906,1170.886839478889,104.0,106.0,6.880533899595079,7.081170113555632,0.5925281122514214,0.3185673844546752,1.0,0,1,0-1
105.0,59.266954173258014,100.1555344239069,99.0,29.0,5.020615179243777,3.378869462864997,0.6714604087238891,0.9831631573251054,1.0,0,1,0-1
105.0,54.460673770590724,313.8497753224809,78.0,65.0,7.53575875303448,7.790650002252194,0.6181113098782596,0.374614717886145,1.0,0,1,0-1
105.0,38.90224132000393,112.660613370427,60.0,81.0,2.7854940574624303,3.74368746363199,0.7435886103904293,0.6543769250850927,1.0,0,1,0-1
102.0,107.90653112789579,209.29556899040446,101.0,21.0,9.311198653396513,7.194031782915661,0.7029330475544091,0.823591902887711,1.0,0,1,0-1
100.0,66.43025436999923,192.7650750177117,71.0,58.0,9.539691356150817,10.47952603833166,0.708877350150292,0.686917256930699,1.0,0,1,0-1
99.0,65.62197837426629,336.47631708744973,99.0,83.0,2.011599642503867,1.555992275453679,0.6289700300286333,0.49319569079565007,1.0,0,1,0-1
95.0,63.17111574860808,112.83986193324371,91.0,10.0,12.750251654985611,12.838868915073533,0.8490653269057806,1.5260346378547776,1.0,0,1,0-1
94.0,53.95092341234558,87.57579365950555,43.0,15.0,8.87239764368901,8.548506045915435,0.7804572621922468,1.104430515379807,1.0,0,1,0-1
94.0,64.40793949338129,130.46090403513034,65.0,38.0,9.062013568992867,15.518109647737221,0.8646041188913852,0.8698417998448802,1.0,0,1,0-1
92.0,40.94574683017082,229.8520655997282,77.0,40.0,12.576956137714781,11.512335613730365,0.7935497173828658,0.769865821717223,1.0,0,1,0-1
92.0,72.7150642048539,173.0439206757947,69.0,62.0,11.354276497099596,13.657911801825119,0.7422731250474712,0.8951623466409142,1.0,0,1,0-1
91.0,48.742531307655035,338.33334741057695,70.0,91.0,4.045565727304446,4.951272653939351,1.0220596514246356,0.6698147241410508,1.0,0,1,0-1
89.0,43.54805794421331,87.61247609079903,85.0,26.0,17.735885416291886,16.909157346472902,0.7873242841703324,1.4288229408918633,1.0,0,1,0-1
89.0,39.17360520773227,354.5350655166431,38.0,68.0,5.125663576779518,0.5403271022745482,0.9180678332769626,0.5992120044334492,1.0,0,1,0-1
86.0,39.61070320187621,151.61430054454684,33.0,23.0,9.701102403038712,11.648899382319286,0.8044178017693862,0.8556462440142559,1.0,0,1,0-1
85.0,42.970279416804956,620.8268953766764,66.0,85.0,3.3371856891362466,1.7744834468146204,0.8854651335034226,0.309447147959086,1.0,0,1,0-1
85.0,55.06435563962377,156.05401835863134,45.0,18.0,49.8084142114872,42.69720558008606,0.9492028653079829,1.1295826664909374,1.0,0,1,0-1
84.0,42.78825521214454,130.7900800935968,24.0,83.0,8.906903399843875,9.392347073648862,1.0054325485674966,0.6165938926334145,1.0,0,1,0-1
84.0,52.224281902841675,665.0925978905423,64.0,48.0,7.473136242537938,7.066467851114384,0.8243514032054013,0.7432261039510689,1.0,0,1,0-1
83.0,39.664043555105565,201.98267957565014,62.0,35.0,3.403706789718684,3.9380265203238305,0.7798612131365392,0.9918904970123804,1.0,0,1,0-1
81.0,51.4641810720324,277.906337545895,66.0,32.0,11.24649343650913,10.904532661190679,0.7425679382885624,0.7835243442723621,1.0,0,1,0-1
81.0,44.008216996129825,300.57031017142043,58.0,30.0,5.1938460909361455,5.0853672980670295,0.9162291661641793,0.6657508668137945,1.0,0,1,0-1
80.0,70.40532693853397,158.2018652439592,74.0,33.0,11.473796238708498,14.052719172204345,0.875171184391869,1.0196223163332414,1.0,0,1,0-1
78.0,33.28032996797245,232.10764135341296,17.0,26.0,10.736994582721934,9.991473545462966,0.9161132801201238,0.9056024399630573,1.0,0,1,0-1
78.0,38.15244951877491,78.04859124044124,23.0,23.0,7.0311071910242005,5.558237247444286,1.0473789176167987,1.2256890931897417,1.0,0,1,0-1
77.0,37.74868894879545,116.3099500556218,72.0,35.0,8.177695629031534,8.206494893243404,0.8030246999347156,0.6525029504008537,1.0,0,1,0-1
77.0,37.46774347625458,212.22851815767845,45.0,31.0,7.568021389293656,4.847040973402631,1.0331954600205386,1.036369608801554,1.0,0,1,0-1
77.0,43.39107316495341,518.7784054344867,70.0,6.0,14.611639046076629,12.873923462602336,0.7519387269049989,1.1460073527167176,1.0,0,1,0-1
77.0,44.673389712840624,479.95311228207436,37.0,20.0,13.112435571474151,11.668552230537848,1.0722585438310737,0.9495619631221751,1.0,0,1,0-1
77.0,31.513771647415062,101.81398266370364,16.0,24.0,3.0728904327991753,2.780860836478203,1.032503085430884,0.8260597732303867,1.0,0,1,0-1
76.0,41.806864612147464,105.02705551187252,48.0,34.0,9.759220673854314,8.879333238745712,0.6893609917936303,1.0331780690327215,1.0,0,1,0-1
76.0,48.0460227662672,105.21652229918946,58.0,76.0,5.376854536527812,3.7697321568208206,0.8241210061419739,0.39632095632473247,1.0,0,1,0-1
75.0,59.11661859059451,134.83295613968085,32.0,29.0,7.389394542714716,8.361962897891269,1.0529891426238756,0.9485596814653128,1.0,0,1,0-1
74.0,47.94578098598858,332.66194231072365,38.0,42.0,2.7951004345432846,2.7813992126186564,0.7003558745916028,0.6481259602753527,1.0,0,1,0-1
73.0,38.59232539083673,197.31173701984463,47.0,28.0,2.0780321212753923,3.0017462935993766,0.7758413707148253,0.9252160826816903,1.0,0,1,0-1
73.0,51.729315327241956,140.89497600991132,55.0,45.0,2.5757898481207184,7.547171582931152,0.8337804009816304,0.9140449211519561,1.0,0,1,0-1
71.0,187.13444150243123,347.4189417498726,71.0,71.0,3.2501740564627033,2.9909917570248137,0.5038768847595695,0.6575373975923791,1.0,0,1,0-1
70.0,26.992679455155372,338.2953646627849,5.0,45.0,4.139075958330341,4.149105383069797,0.9974290570410127,1.0092133176582379,1.0,0,1,0-1
69.0,34.90312701679539,417.4548639923154,22.0,58.0,2.1052660079702474,3.0411159040104736,1.147626611983389,0.4561365009121728,1.0,0,1,0-1
69.0,55.1321505694038,98.72879465091947,63.0,27.0,13.998526096672059,8.280838027956866,0.7583879980294879,1.1745811818513348,1.0,0,1,0-1
68.0,36.26852735952024,228.11012114850732,34.0,56.0,4.68935749649913,5.359061173538561,0.8606773832323747,0.8467003176746797,1.0,0,1,0-1
67.0,37.14690782423701,324.5613589742149,49.0,67.0,6.1057763185383385,5.563549049815664,0.9492443639700126,0.45556718208265734,1.0,0,1,0-1
66.0,62.9575187056437,162.70830366551655,66.0,66.0,2.879701894174948,2.9895109336891705,0.6223990717031024,0.42005350963555443,1.0,0,1,0-1
64.0,34.01888613933785,69.35831972292111,27.0,12.0,2.0240947852931592,4.235068005946354,0.7309948173053532,0.9213108076016867,1.0,0,1,0-1
64.0,30.101977803755773,124.84338604200872,35.0,49.0,5.565813431268414,6.467017910158215,0.8313991267383207,0.5216764111814318,1.0,0,1,0-1
63.0,34.002825177756336,127.39714565346986,50.0,6.0,10.54214764685062,6.398340698581555,0.7199573990357833,0.900652097926887,1.0,0,1,0-1
62.0,28.09295541582894,92.44361203011994,13.0,32.0,6.768928059266536,8.122458983541387,0.8740946150345178,0.7620203596921372,1.0,0,1,0-1
61.0,33.93091114857881,331.97247319848526,12.0,26.0,3.242174587413622,1.6835810680061376,0.8953120606835897,0.5777752496877055,1.0,0,1,0-1
60.0,41.76354059430589,89.89859704519264,39.0,35.0,1.501781517690599,2.2325052449232103,0.7055244823259281,0.7944275955730652,1.0,0,1,0-1
59.0,30.255742731283412,40.39060934032409,20.0,4.0,2.1285672494770735,2.107080549339761,0.8791252391245195,1.5315315599700863,1.0,0,1,0-1
58.0,45.44305972840449,53.77228561452327,16.0,18.0,0.7125214799157142,3.9405027894027223,0.9070193716630066,0.9733077111817086,1.0,0,1,0-1
57.0,35.43091912256917,536.7907247360451,29.0,44.0,2.046852879109106,3.3790498657757535,1.0879995655851182,0.3398408978330524,1.0,0,1,0-1
57.0,46.706785805344204,133.7391266509128,30.0,22.0,5.160010454117293,4.346316954469965,0.9257113788657089,0.6332191201360724,1.0,0,1,0-1
57.0,28.464383775942828,37.95938596684091,15.0,7.0,2.002817426416842,1.803847740697267,0.805910470168537,1.262740951014451,1.0,0,1,0-1
57.0,30.758986921151987,143.8488303592311,15.0,13.0,2.8592713605394025,1.2639944300551735,1.1745700172034823,0.9864191702551532,1.0,0,1,0-1
57.0,31.975191953969627,201.5024309027817,10.0,8.0,4.641578108950576,6.833510875803606,0.9247866817713002,0.7587712228571535,1.0,0,1,0-1
56.0,42.654598240387955,63.0254202942867,38.0,3.0,9.93226178768456,7.441411472643393,0.8657505387252351,1.4164656584786988,1.0,0,1,0-1
56.0,27.76937128874557,62.34523079929779,21.0,11.0,3.061757994001611,1.7502789298522645,1.0312621983886607,1.036417730943617,1.0,0,1,0-1
56.0,42.652495992722365,184.30641204617473,44.0,48.0,4.280177214485783,4.156213638411264,0.937286584066546,0.6082554066257865,1.0,0,1,0-1
55.0,60.53373732387547,241.97617788113118,46.0,55.0,3.522161224134162,3.177447601584047,0.7966376570705123,0.2812800436522079,1.0,0,1,0-1
54.0,36.927213490541234,67.68558609598263,38.0,44.0,5.110934879794741,8.205103802510369,0.7686218113205034,0.8921091642269633,1.0,0,1,0-1
